DZ21,con,catholic_bg_pct,p_soft,soft_v11b,soft_v11c,band_v11b,band_v11c
N20002417,LAGAN VALLEY,17.1,0.69,0.301,0.765,9.5,18.7
N20002418,LAGAN VALLEY,26.0,0.69,0.376,0.79,10.8,19.3
N20002419,LAGAN VALLEY,28.9,0.69,0.4,0.798,11.3,19.5
N20002420,LAGAN VALLEY,24.2,0.69,0.36,0.785,10.6,19.2
N20002421,LAGAN VALLEY,28.3,0.69,0.395,0.797,11.2,19.4
N20002422,LAGAN VALLEY,25.4,0.69,0.371,0.788,10.7,19.3
N20002423,LAGAN VALLEY,26.8,0.69,0.382,0.792,11.0,19.3
N20002424,LAGAN VALLEY,27.3,0.69,0.387,0.794,11.0,19.4
N20002425,LAGAN VALLEY,23.2,0.69,0.352,0.782,10.4,19.1
N20002426,LAGAN VALLEY,18.2,0.69,0.31,0.768,9.7,18.8
N20002427,LAGAN VALLEY,23.9,0.69,0.358,0.784,10.5,19.2
N20002428,LAGAN VALLEY,13.6,0.69,0.271,0.755,9.0,18.5
N20002429,LAGAN VALLEY,4.1,0.69,0.191,0.728,7.9,18.0
N20002430,LAGAN VALLEY,21.8,0.69,0.34,0.778,10.2,19.0
N20002431,LAGAN VALLEY,9.6,0.69,0.237,0.744,8.5,18.3
N20002432,LAGAN VALLEY,12.6,0.69,0.263,0.752,8.9,18.5
N20002433,LAGAN VALLEY,20.9,0.69,0.333,0.776,10.1,19.0
N20002434,LAGAN VALLEY,6.8,0.69,0.214,0.736,8.2,18.1
N20002435,LAGAN VALLEY,17.0,0.69,0.3,0.765,9.5,18.7
N20002436,LAGAN VALLEY,17.4,0.69,0.303,0.766,9.6,18.8
N20002437,LAGAN VALLEY,22.5,0.69,0.346,0.78,10.3,19.1
N20002438,LAGAN VALLEY,11.8,0.69,0.256,0.75,8.8,18.4
N20002439,LAGAN VALLEY,18.2,0.69,0.31,0.768,9.7,18.8
N20002440,LAGAN VALLEY,7.3,0.69,0.218,0.737,8.2,18.1
N20002441,LAGAN VALLEY,14.0,0.69,0.274,0.756,9.1,18.6
N20002442,LAGAN VALLEY,11.7,0.69,0.255,0.75,8.8,18.4
N20002443,LAGAN VALLEY,8.5,0.69,0.228,0.74,8.4,18.2
N20002444,LAGAN VALLEY,11.3,0.69,0.252,0.748,8.7,18.4
N20002445,LAGAN VALLEY,12.1,0.69,0.258,0.751,8.8,18.4
N20002446,LAGAN VALLEY,6.4,0.69,0.21,0.735,8.1,18.1
N20002447,LAGAN VALLEY,7.3,0.69,0.218,0.737,8.2,18.1
N20002448,LAGAN VALLEY,14.5,0.69,0.279,0.757,9.2,18.6
N20002449,LAGAN VALLEY,7.0,0.69,0.215,0.736,8.2,18.1
N20002450,LAGAN VALLEY,13.2,0.69,0.268,0.754,9.0,18.5
N20002451,LAGAN VALLEY,5.1,0.69,0.199,0.731,8.0,18.0
N20002452,LAGAN VALLEY,12.6,0.69,0.263,0.752,8.9,18.5
N20002453,LAGAN VALLEY,19.1,0.69,0.317,0.771,9.8,18.9
N20002454,LAGAN VALLEY,21.2,0.69,0.335,0.776,10.1,19.0
N20002455,SOUTH DOWN,24.8,0.785,0.364,0.845,10.6,20.5
N20002456,BELFAST SOUTH,56.9,0.76,0.699,0.908,17.3,21.8
N20002457,BELFAST SOUTH,51.4,0.76,0.661,0.896,16.5,21.6
N20002458,BELFAST SOUTH,54.0,0.76,0.679,0.901,16.9,21.7
N20002459,BELFAST SOUTH,44.5,0.76,0.613,0.881,15.5,21.3
N20002460,BELFAST SOUTH,42.8,0.76,0.601,0.877,15.3,21.2
N20002461,BELFAST SOUTH,40.1,0.76,0.582,0.872,14.9,21.1
N20002462,BELFAST SOUTH,26.5,0.76,0.487,0.842,13.0,20.4
N20002463,BELFAST SOUTH,51.7,0.76,0.663,0.896,16.6,21.6
N20002464,BELFAST SOUTH,40.3,0.76,0.583,0.872,14.9,21.1
N20002465,BELFAST SOUTH,48.6,0.76,0.641,0.89,16.1,21.5
N20002466,BELFAST SOUTH,44.8,0.76,0.615,0.882,15.6,21.3
N20002467,BELFAST SOUTH,41.8,0.76,0.594,0.875,15.1,21.1
N20002468,BELFAST SOUTH,44.6,0.76,0.613,0.881,15.5,21.3
N20002469,BELFAST SOUTH,49.5,0.76,0.648,0.892,16.3,21.5
N20002470,BELFAST SOUTH,46.7,0.76,0.628,0.886,15.8,21.4
N20002471,BELFAST SOUTH,52.0,0.76,0.665,0.897,16.6,21.6
N20002472,BELFAST SOUTH,44.8,0.76,0.615,0.882,15.6,21.3
N20002473,BELFAST SOUTH,52.3,0.76,0.667,0.898,16.7,21.6
N20002474,BELFAST SOUTH,46.4,0.76,0.626,0.885,15.8,21.4
N20002475,BELFAST SOUTH,43.1,0.76,0.603,0.878,15.3,21.2
N20002476,BELFAST SOUTH,53.6,0.76,0.676,0.9,16.9,21.7
N20002477,BELFAST SOUTH,39.7,0.76,0.579,0.871,14.8,21.0
N20002478,BELFAST SOUTH,54.2,0.76,0.68,0.902,16.9,21.7
N20002479,BELFAST SOUTH,59.2,0.76,0.715,0.912,17.7,22.0
N20002480,BELFAST SOUTH,51.3,0.76,0.66,0.896,16.5,21.6
N20002481,BELFAST SOUTH,35.5,0.76,0.55,0.862,14.2,20.8
N20002482,BELFAST SOUTH,60.9,0.76,0.727,0.916,17.9,22.0
N20002483,BELFAST SOUTH,55.7,0.76,0.691,0.905,17.2,21.8
N20002484,BELFAST SOUTH,46.0,0.76,0.623,0.884,15.7,21.3
N20002485,BELFAST SOUTH,76.7,0.76,0.837,0.95,20.3,22.8
N20002486,BELFAST SOUTH,58.0,0.76,0.707,0.91,17.5,21.9
N20002487,BELFAST SOUTH,70.5,0.76,0.794,0.937,19.4,22.5
N20002488,BELFAST SOUTH,58.1,0.76,0.708,0.91,17.5,21.9
N20002490,BELFAST SOUTH,39.1,0.76,0.575,0.869,14.7,21.0
N20002491,BELFAST SOUTH,39.8,0.76,0.58,0.871,14.8,21.0
N20002492,BELFAST SOUTH,21.1,0.76,0.449,0.831,12.2,20.2
N20002493,BELFAST SOUTH,19.6,0.76,0.439,0.828,12.0,20.1
N20002494,BELFAST SOUTH,57.8,0.76,0.705,0.909,17.5,21.9
N20002495,BELFAST SOUTH,65.4,0.76,0.759,0.926,18.6,22.2
N20002496,BELFAST SOUTH,52.3,0.76,0.667,0.898,16.7,21.6
N20002497,BELFAST SOUTH,61.8,0.76,0.733,0.918,18.1,22.1
N20002498,STRANGFORD,19.6,0.645,0.32,0.742,9.9,18.3
N20002499,STRANGFORD,39.7,0.645,0.49,0.807,13.0,19.6
N20002500,BELFAST EAST,5.1,0.58,0.23,0.655,8.4,16.4
N20002501,BELFAST EAST,6.2,0.58,0.239,0.659,8.6,16.5
N20002502,BELFAST EAST,9.8,0.58,0.268,0.672,9.0,16.8
N20002503,BELFAST EAST,9.0,0.58,0.262,0.67,8.9,16.7
N20002504,BELFAST EAST,13.8,0.58,0.301,0.687,9.5,17.1
N20002505,BELFAST EAST,7.7,0.58,0.251,0.665,8.7,16.6
N20002507,BELFAST EAST,7.7,0.58,0.251,0.665,8.7,16.6
N20002508,BELFAST EAST,19.2,0.58,0.344,0.707,10.3,17.5
N20002509,BELFAST EAST,9.9,0.58,0.269,0.673,9.0,16.8
N20002510,BELFAST EAST,1.7,0.58,0.203,0.643,8.0,16.2
N20002511,BELFAST EAST,2.3,0.58,0.207,0.645,8.1,16.2
N20002512,BELFAST EAST,10.3,0.58,0.272,0.674,9.1,16.8
N20002513,BELFAST EAST,6.3,0.58,0.24,0.66,8.6,16.5
N20002514,BELFAST EAST,5.2,0.58,0.231,0.656,8.4,16.4
N20002515,BELFAST EAST,9.8,0.58,0.268,0.672,9.0,16.8
N20002516,BELFAST EAST,18.5,0.58,0.339,0.704,10.2,17.4
N20002517,BELFAST EAST,4.3,0.58,0.224,0.652,8.3,16.4
N20002519,BELFAST EAST,9.3,0.58,0.264,0.671,8.9,16.7
N20002520,BELFAST EAST,9.3,0.58,0.264,0.671,8.9,16.7
N20002521,BELFAST EAST,4.6,0.58,0.226,0.654,8.4,16.4
N20002522,BELFAST EAST,1.3,0.58,0.199,0.642,8.0,16.1
N20002524,BELFAST EAST,11.8,0.58,0.284,0.68,9.3,16.9
N20002525,BELFAST EAST,6.8,0.58,0.244,0.662,8.6,16.5
N20002526,BELFAST EAST,16.2,0.58,0.32,0.696,9.9,17.3
N20002527,BELFAST EAST,5.6,0.58,0.234,0.657,8.5,16.5
N20002528,BELFAST EAST,15.5,0.58,0.314,0.693,9.8,17.2
N20002531,BELFAST EAST,9.9,0.58,0.269,0.673,9.0,16.8
N20002532,BELFAST EAST,9.6,0.58,0.267,0.672,9.0,16.8
N20002534,BELFAST EAST,10.1,0.58,0.271,0.674,9.0,16.8
N20002535,BELFAST EAST,6.0,0.58,0.237,0.659,8.5,16.5
N20002537,BELFAST EAST,5.4,0.58,0.233,0.656,8.5,16.4
N20002538,BELFAST EAST,11.1,0.58,0.279,0.677,9.2,16.9
N20002539,BELFAST EAST,11.1,0.58,0.279,0.677,9.2,16.9
N20002541,BELFAST EAST,7.5,0.58,0.25,0.664,8.7,16.6
N20002542,STRANGFORD,6.4,0.645,0.209,0.7,8.1,17.4
N20002543,STRANGFORD,11.6,0.645,0.253,0.717,8.8,17.7
N20002544,STRANGFORD,4.1,0.645,0.189,0.693,7.9,17.2
N20002545,STRANGFORD,5.0,0.645,0.197,0.696,8.0,17.3
N20002546,STRANGFORD,5.8,0.645,0.204,0.698,8.1,17.3
N20002547,STRANGFORD,16.0,0.645,0.29,0.731,9.3,18.0
N20002549,NORTH ANTRIM,6.0,0.2,0.164,0.327,7.6,10.0
N20002551,NORTH ANTRIM,7.8,0.2,0.18,0.34,7.7,10.2
N20002552,NORTH ANTRIM,35.6,0.2,0.427,0.539,11.8,14.0
N20002553,NORTH ANTRIM,37.9,0.2,0.447,0.555,12.2,14.3
N20002554,NORTH ANTRIM,2.5,0.2,0.133,0.302,7.2,9.5
N20002555,NORTH ANTRIM,5.0,0.2,0.155,0.32,7.5,9.8
N20002556,NORTH ANTRIM,3.5,0.2,0.141,0.309,7.3,9.7
N20002557,NORTH ANTRIM,1.5,0.2,0.124,0.294,7.1,9.4
N20002558,NORTH ANTRIM,3.4,0.2,0.141,0.308,7.3,9.6
N20002559,NORTH ANTRIM,6.1,0.2,0.165,0.327,7.6,10.0
N20002560,NORTH ANTRIM,37.9,0.2,0.447,0.555,12.2,14.3
N20002561,NORTH ANTRIM,68.0,0.2,0.715,0.771,17.7,18.9
N20002562,NORTH ANTRIM,51.2,0.2,0.566,0.65,14.6,16.3
N20002563,NORTH ANTRIM,9.6,0.2,0.196,0.352,8.0,10.4
N20002564,NORTH ANTRIM,7.5,0.2,0.177,0.337,7.7,10.2
N20002565,NORTH ANTRIM,9.5,0.2,0.195,0.352,7.9,10.4
N20002567,NORTH ANTRIM,3.7,0.2,0.143,0.31,7.3,9.7
N20002569,NORTH ANTRIM,11.0,0.2,0.208,0.363,8.1,10.6
N20002571,NORTH ANTRIM,3.0,0.2,0.137,0.305,7.3,9.6
N20002572,NORTH ANTRIM,3.3,0.2,0.14,0.307,7.3,9.6
N20002573,NORTH ANTRIM,4.6,0.2,0.151,0.317,7.4,9.8
N20002574,NORTH ANTRIM,5.6,0.2,0.16,0.324,7.5,9.9
N20002577,NORTH ANTRIM,53.7,0.2,0.588,0.668,15.0,16.7
N20002578,NORTH ANTRIM,6.3,0.2,0.166,0.329,7.6,10.0
N20002579,NORTH ANTRIM,5.6,0.2,0.16,0.324,7.5,9.9
N20002580,NORTH ANTRIM,18.4,0.2,0.274,0.416,9.1,11.6
N20002581,NORTH ANTRIM,28.7,0.2,0.366,0.489,10.7,13.0
N20002582,NORTH ANTRIM,8.2,0.2,0.183,0.342,7.8,10.2
N20002583,NORTH ANTRIM,64.7,0.2,0.686,0.747,17.1,18.4
N20002584,NORTH ANTRIM,23.2,0.2,0.317,0.45,9.8,12.2
N20002587,NORTH ANTRIM,56.2,0.2,0.61,0.686,15.5,17.1
N20002588,NORTH ANTRIM,61.8,0.2,0.66,0.726,16.5,17.9
N20002590,NORTH ANTRIM,67.9,0.2,0.714,0.77,17.7,18.9
N20002591,NORTH ANTRIM,34.8,0.2,0.42,0.533,11.7,13.9
N20002593,NORTH ANTRIM,65.9,0.2,0.697,0.756,17.3,18.6
N20002594,NORTH ANTRIM,51.8,0.2,0.571,0.655,14.7,16.4
N20002595,NORTH ANTRIM,28.2,0.2,0.361,0.486,10.6,12.9
N20002596,NORTH ANTRIM,50.9,0.2,0.563,0.648,14.5,16.3
N20002597,NORTH ANTRIM,37.1,0.2,0.44,0.549,12.1,14.2
N20002598,NORTH ANTRIM,74.9,0.2,0.777,0.82,19.0,19.9
N20002599,NORTH ANTRIM,25.5,0.2,0.337,0.466,10.1,12.6
N20002600,NORTH ANTRIM,12.4,0.2,0.221,0.373,8.3,10.8
N20002601,NORTH ANTRIM,44.4,0.2,0.505,0.602,13.3,15.3
N20002602,NORTH ANTRIM,65.8,0.2,0.696,0.755,17.3,18.5
N20002604,NORTH ANTRIM,62.5,0.2,0.666,0.731,16.6,18.0
N20002605,NORTH ANTRIM,52.8,0.2,0.58,0.662,14.8,16.6
N20002606,NORTH ANTRIM,30.4,0.2,0.381,0.501,10.9,13.3
N20002607,NORTH ANTRIM,14.8,0.2,0.242,0.39,8.6,11.1
N20002608,NORTH ANTRIM,44.6,0.2,0.507,0.603,13.4,15.3
N20002610,NORTH ANTRIM,22.6,0.2,0.311,0.446,9.7,12.2
N20002612,NORTH ANTRIM,60.0,0.2,0.644,0.713,16.2,17.6
N20002613,NORTH ANTRIM,27.9,0.2,0.359,0.484,10.5,12.9
N20002615,NORTH ANTRIM,24.9,0.2,0.332,0.462,10.1,12.5
N20002616,NORTH ANTRIM,36.0,0.2,0.431,0.542,11.9,14.1
N20002617,NORTH ANTRIM,26.8,0.2,0.349,0.476,10.4,12.7
N20002618,NORTH ANTRIM,18.7,0.2,0.277,0.418,9.1,11.6
N20002619,NORTH ANTRIM,9.6,0.2,0.196,0.352,8.0,10.4
N20002620,NORTH ANTRIM,19.0,0.2,0.279,0.42,9.2,11.7
N20002621,NORTH ANTRIM,15.5,0.2,0.248,0.395,8.7,11.2
N20002622,NORTH ANTRIM,5.0,0.2,0.155,0.32,7.5,9.8
N20002623,NORTH ANTRIM,11.4,0.2,0.212,0.365,8.2,10.6
N20002624,NORTH ANTRIM,23.7,0.2,0.321,0.453,9.9,12.3
N20002625,NORTH ANTRIM,10.5,0.2,0.204,0.359,8.1,10.5
N20002626,NORTH ANTRIM,1.7,0.2,0.125,0.296,7.2,9.4
N20002627,NORTH ANTRIM,8.4,0.2,0.185,0.344,7.8,10.3
N20002628,NORTH ANTRIM,16.1,0.2,0.254,0.399,8.8,11.3
N20002629,NORTH ANTRIM,7.1,0.2,0.173,0.335,7.7,10.1
N20002631,NORTH ANTRIM,6.5,0.2,0.168,0.33,7.6,10.0
N20002633,NORTH ANTRIM,17.9,0.2,0.27,0.412,9.0,11.5
N20002634,NORTH ANTRIM,18.3,0.2,0.273,0.415,9.1,11.6
N20002635,NORTH ANTRIM,12.2,0.2,0.219,0.371,8.3,10.8
N20002637,NORTH ANTRIM,11.5,0.2,0.213,0.366,8.2,10.7
N20002638,NORTH ANTRIM,19.6,0.2,0.285,0.424,9.3,11.7
N20002639,NORTH ANTRIM,41.0,0.2,0.475,0.577,12.7,14.8
N20002640,NORTH ANTRIM,88.8,0.2,0.9,0.92,21.7,22.1
N20002641,NORTH ANTRIM,89.3,0.2,0.905,0.923,21.8,22.2
N20002642,NORTH ANTRIM,61.8,0.2,0.66,0.726,16.5,17.9
N20002643,NORTH ANTRIM,51.4,0.2,0.568,0.652,14.6,16.3
N20002645,NORTH ANTRIM,5.8,0.2,0.162,0.325,7.5,9.9
N20002646,NORTH ANTRIM,40.3,0.2,0.469,0.572,12.6,14.7
N20002647,NORTH ANTRIM,9.6,0.2,0.196,0.352,8.0,10.4
N20002648,NORTH ANTRIM,5.2,0.2,0.157,0.321,7.5,9.9
N20002649,NORTH ANTRIM,27.1,0.2,0.351,0.478,10.4,12.8
N20002650,NORTH ANTRIM,10.1,0.2,0.2,0.356,8.0,10.5
N20002651,NORTH ANTRIM,7.7,0.2,0.179,0.339,7.7,10.2
N20002652,NORTH ANTRIM,7.9,0.2,0.181,0.34,7.8,10.2
N20002653,NORTH ANTRIM,5.6,0.2,0.16,0.324,7.5,9.9
N20002654,NORTH ANTRIM,2.7,0.2,0.134,0.303,7.2,9.6
N20002655,NORTH ANTRIM,45.6,0.2,0.516,0.61,13.5,15.5
N20002656,NORTH ANTRIM,5.5,0.2,0.159,0.323,7.5,9.9
N20002658,NORTH ANTRIM,28.3,0.2,0.362,0.486,10.6,13.0
N20002660,NORTH ANTRIM,5.7,0.2,0.161,0.325,7.5,9.9
N20002661,NORTH ANTRIM,7.6,0.2,0.178,0.338,7.7,10.2
N20002662,NORTH ANTRIM,7.4,0.2,0.176,0.337,7.7,10.1
N20002663,NORTH ANTRIM,22.0,0.2,0.306,0.441,9.6,12.1
N20002664,NORTH ANTRIM,21.6,0.2,0.302,0.438,9.6,12.0
N20002665,NORTH ANTRIM,5.5,0.2,0.159,0.323,7.5,9.9
N20002666,NORTH ANTRIM,14.0,0.2,0.235,0.384,8.5,11.0
N20002667,NORTH ANTRIM,11.0,0.2,0.208,0.363,8.1,10.6
N20002668,NORTH ANTRIM,11.7,0.2,0.214,0.368,8.2,10.7
N20002669,NORTH ANTRIM,8.4,0.2,0.185,0.344,7.8,10.3
N20002670,NORTH ANTRIM,7.6,0.2,0.178,0.338,7.7,10.2
N20002671,NORTH ANTRIM,10.1,0.2,0.2,0.356,8.0,10.5
N20002672,NORTH ANTRIM,9.3,0.2,0.193,0.35,7.9,10.4
N20002673,NORTH ANTRIM,2.4,0.2,0.132,0.301,7.2,9.5
N20002675,NORTH ANTRIM,6.3,0.2,0.166,0.329,7.6,10.0
N20002676,NORTH ANTRIM,9.9,0.2,0.198,0.355,8.0,10.5
N20002677,NORTH ANTRIM,7.4,0.2,0.176,0.337,7.7,10.1
N20002678,NORTH ANTRIM,5.6,0.2,0.16,0.324,7.5,9.9
N20002679,NORTH ANTRIM,2.7,0.2,0.134,0.303,7.2,9.6
N20002680,NORTH ANTRIM,5.0,0.2,0.155,0.32,7.5,9.8
N20002681,NORTH ANTRIM,6.1,0.2,0.165,0.327,7.6,10.0
N20002682,NORTH ANTRIM,5.5,0.2,0.159,0.323,7.5,9.9
N20002683,NORTH ANTRIM,5.0,0.2,0.155,0.32,7.5,9.8
N20002686,EAST ANTRIM,83.1,0.805,0.858,0.968,20.8,23.2
N20002689,EAST ANTRIM,42.4,0.805,0.515,0.89,13.5,21.5
N20002690,EAST ANTRIM,51.1,0.805,0.588,0.907,15.0,21.8
N20002691,EAST ANTRIM,45.4,0.805,0.54,0.896,14.0,21.6
N20002692,EAST ANTRIM,31.4,0.805,0.423,0.87,11.7,21.0
N20002693,EAST ANTRIM,22.0,0.805,0.344,0.852,10.3,20.6
N20002694,EAST ANTRIM,32.7,0.805,0.434,0.872,11.9,21.1
N20002695,EAST ANTRIM,26.8,0.805,0.384,0.861,11.0,20.8
N20002696,EAST ANTRIM,33.4,0.805,0.439,0.873,12.0,21.1
N20002697,EAST ANTRIM,33.2,0.805,0.438,0.873,12.0,21.1
N20002698,EAST ANTRIM,44.0,0.805,0.529,0.893,13.8,21.5
N20002699,EAST ANTRIM,25.0,0.805,0.369,0.857,10.7,20.7
N20002700,EAST ANTRIM,27.8,0.805,0.392,0.863,11.1,20.9
N20002704,EAST ANTRIM,17.7,0.805,0.307,0.843,9.6,20.4
N20002705,EAST ANTRIM,21.8,0.805,0.342,0.851,10.2,20.6
N20002707,EAST ANTRIM,16.7,0.805,0.299,0.842,9.5,20.4
N20002708,EAST ANTRIM,18.5,0.805,0.314,0.845,9.7,20.5
N20002710,EAST ANTRIM,20.7,0.805,0.333,0.849,10.1,20.6
N20002712,EAST ANTRIM,21.0,0.805,0.335,0.85,10.1,20.6
N20002713,EAST ANTRIM,21.5,0.805,0.339,0.851,10.2,20.6
N20002715,EAST ANTRIM,33.9,0.805,0.444,0.874,12.1,21.1
N20002716,EAST ANTRIM,22.6,0.805,0.349,0.853,10.3,20.6
N20002717,EAST ANTRIM,36.5,0.805,0.466,0.879,12.5,21.2
N20002718,EAST ANTRIM,36.3,0.805,0.464,0.879,12.5,21.2
N20002719,EAST ANTRIM,14.7,0.805,0.282,0.838,9.2,20.3
N20002720,EAST ANTRIM,43.6,0.805,0.525,0.893,13.7,21.5
N20002722,EAST ANTRIM,17.0,0.805,0.301,0.842,9.5,20.4
N20002723,EAST ANTRIM,14.2,0.805,0.278,0.837,9.2,20.3
N20002724,EAST ANTRIM,26.9,0.805,0.385,0.861,11.0,20.8
N20002725,EAST ANTRIM,18.8,0.805,0.317,0.846,9.8,20.5
N20002726,EAST ANTRIM,30.5,0.805,0.415,0.868,11.6,21.0
N20002727,EAST ANTRIM,31.8,0.805,0.426,0.87,11.8,21.0
N20002728,EAST ANTRIM,27.2,0.805,0.387,0.862,11.0,20.8
N20002729,EAST ANTRIM,26.0,0.805,0.377,0.859,10.9,20.8
N20002730,EAST ANTRIM,20.8,0.805,0.333,0.849,10.1,20.6
N20002731,EAST ANTRIM,21.1,0.805,0.336,0.85,10.1,20.6
N20002732,EAST ANTRIM,21.2,0.805,0.337,0.85,10.1,20.6
N20002733,EAST ANTRIM,28.8,0.805,0.401,0.865,11.3,20.9
N20002734,EAST ANTRIM,14.5,0.805,0.28,0.837,9.2,20.3
N20002735,EAST ANTRIM,20.2,0.805,0.328,0.848,10.0,20.5
N20002736,EAST ANTRIM,14.5,0.805,0.28,0.837,9.2,20.3
N20002737,EAST ANTRIM,26.9,0.805,0.385,0.861,11.0,20.8
N20002738,EAST ANTRIM,24.9,0.805,0.368,0.857,10.7,20.7
N20002739,EAST ANTRIM,6.8,0.805,0.216,0.823,8.2,20.0
N20002740,EAST ANTRIM,9.7,0.805,0.24,0.828,8.6,20.1
N20002741,EAST ANTRIM,4.0,0.805,0.192,0.817,7.9,19.9
N20002742,EAST ANTRIM,10.4,0.805,0.246,0.83,8.7,20.1
N20002743,EAST ANTRIM,4.1,0.805,0.193,0.818,7.9,19.9
N20002744,EAST ANTRIM,6.8,0.805,0.216,0.823,8.2,20.0
N20002745,EAST ANTRIM,5.7,0.805,0.206,0.821,8.1,20.0
N20002746,EAST ANTRIM,3.0,0.805,0.184,0.815,7.8,19.8
N20002747,EAST ANTRIM,5.2,0.805,0.202,0.82,8.0,19.9
N20002748,EAST ANTRIM,7.5,0.805,0.221,0.824,8.3,20.0
N20002749,EAST ANTRIM,6.2,0.805,0.211,0.822,8.1,20.0
N20002750,EAST ANTRIM,4.9,0.805,0.2,0.819,8.0,19.9
N20002751,EAST ANTRIM,5.8,0.805,0.207,0.821,8.1,20.0
N20002752,EAST ANTRIM,3.8,0.805,0.19,0.817,7.9,19.9
N20002753,EAST ANTRIM,4.4,0.805,0.195,0.818,7.9,19.9
N20002754,EAST ANTRIM,14.9,0.805,0.284,0.838,9.2,20.3
N20002755,EAST ANTRIM,11.6,0.805,0.256,0.832,8.8,20.2
N20002756,EAST ANTRIM,13.4,0.805,0.271,0.835,9.0,20.3
N20002757,EAST ANTRIM,16.7,0.805,0.299,0.842,9.5,20.4
N20002758,EAST ANTRIM,13.4,0.805,0.271,0.835,9.0,20.3
N20002760,EAST ANTRIM,20.1,0.805,0.328,0.848,10.0,20.5
N20002761,EAST ANTRIM,17.6,0.805,0.306,0.843,9.6,20.4
N20002762,EAST ANTRIM,19.0,0.805,0.318,0.846,9.8,20.5
N20002763,EAST ANTRIM,5.9,0.805,0.208,0.821,8.1,20.0
N20002764,EAST ANTRIM,8.3,0.805,0.228,0.826,8.4,20.1
N20002765,EAST ANTRIM,8.6,0.805,0.231,0.826,8.4,20.1
N20002766,EAST ANTRIM,6.2,0.805,0.211,0.822,8.1,20.0
N20002767,EAST ANTRIM,9.1,0.805,0.235,0.827,8.5,20.1
N20002768,EAST ANTRIM,6.0,0.805,0.209,0.821,8.1,20.0
N20002769,EAST ANTRIM,9.6,0.805,0.239,0.828,8.6,20.1
N20002770,EAST ANTRIM,8.8,0.805,0.232,0.827,8.5,20.1
N20002771,EAST ANTRIM,12.5,0.805,0.264,0.834,8.9,20.2
N20002772,EAST ANTRIM,1.5,0.805,0.171,0.813,7.6,19.8
N20002774,EAST ANTRIM,7.5,0.805,0.221,0.824,8.3,20.0
N20002775,EAST ANTRIM,6.2,0.805,0.211,0.822,8.1,20.0
N20002776,EAST ANTRIM,8.1,0.805,0.227,0.825,8.4,20.0
N20002777,EAST ANTRIM,7.7,0.805,0.223,0.824,8.3,20.0
N20002778,EAST ANTRIM,9.1,0.805,0.235,0.827,8.5,20.1
N20002779,EAST ANTRIM,8.2,0.805,0.227,0.825,8.4,20.1
N20002780,EAST ANTRIM,7.1,0.805,0.218,0.823,8.3,20.0
N20002781,EAST ANTRIM,5.4,0.805,0.204,0.82,8.1,19.9
N20002782,EAST ANTRIM,5.1,0.805,0.201,0.819,8.0,19.9
N20002783,EAST ANTRIM,5.7,0.805,0.206,0.821,8.1,20.0
N20002784,EAST ANTRIM,7.1,0.805,0.218,0.823,8.3,20.0
N20002785,EAST ANTRIM,7.0,0.805,0.217,0.823,8.2,20.0
N20002786,EAST ANTRIM,9.9,0.805,0.242,0.829,8.6,20.1
N20002788,EAST ANTRIM,7.3,0.805,0.22,0.824,8.3,20.0
N20002789,EAST ANTRIM,15.1,0.805,0.285,0.838,9.3,20.3
N20002790,EAST ANTRIM,11.3,0.805,0.253,0.831,8.8,20.2
N20002791,EAST ANTRIM,6.3,0.805,0.211,0.822,8.2,20.0
N20002792,EAST ANTRIM,11.2,0.805,0.253,0.831,8.8,20.2
N20002793,EAST ANTRIM,10.4,0.805,0.246,0.83,8.7,20.1
N20002794,EAST ANTRIM,9.9,0.805,0.242,0.829,8.6,20.1
N20002795,EAST ANTRIM,8.9,0.805,0.233,0.827,8.5,20.1
N20002796,EAST ANTRIM,13.9,0.805,0.275,0.836,9.1,20.3
N20002797,EAST ANTRIM,12.2,0.805,0.261,0.833,8.9,20.2
N20002798,EAST ANTRIM,16.5,0.805,0.297,0.841,9.5,20.4
N20002799,EAST ANTRIM,22.1,0.805,0.344,0.852,10.3,20.6
N20002800,EAST ANTRIM,13.9,0.805,0.275,0.836,9.1,20.3
N20002801,EAST ANTRIM,13.2,0.805,0.269,0.835,9.0,20.3
N20002802,EAST ANTRIM,2.9,0.805,0.183,0.815,7.8,19.8
N20002803,EAST ANTRIM,8.7,0.805,0.232,0.826,8.4,20.1
N20002804,EAST ANTRIM,6.0,0.805,0.209,0.821,8.1,20.0
N20002805,EAST ANTRIM,7.3,0.805,0.22,0.824,8.3,20.0
N20002806,EAST ANTRIM,8.3,0.805,0.228,0.826,8.4,20.1
N20002807,EAST ANTRIM,7.5,0.805,0.221,0.824,8.3,20.0
N20002808,EAST ANTRIM,6.7,0.805,0.215,0.823,8.2,20.0
N20002809,EAST ANTRIM,6.4,0.805,0.212,0.822,8.2,20.0
N20002810,EAST ANTRIM,6.9,0.805,0.216,0.823,8.2,20.0
N20002811,EAST ANTRIM,7.6,0.805,0.222,0.824,8.3,20.0
N20002812,EAST ANTRIM,6.0,0.805,0.209,0.821,8.1,20.0
N20002813,EAST ANTRIM,4.7,0.805,0.198,0.819,8.0,19.9
N20002814,EAST ANTRIM,10.3,0.805,0.245,0.829,8.6,20.1
N20002815,EAST ANTRIM,4.1,0.805,0.193,0.818,7.9,19.9
N20002816,EAST ANTRIM,6.7,0.805,0.215,0.823,8.2,20.0
