DZ21,con,catholic_bg_pct,unity,lo90,hi90
N20003056,FERMANAGH AND SOUTH TYRONE,40.7,40.2,37.0,43.3
N20003057,FERMANAGH AND SOUTH TYRONE,46.0,43.2,40.1,46.3
N20003058,FERMANAGH AND SOUTH TYRONE,75.6,59.9,56.6,63.5
N20003060,FERMANAGH AND SOUTH TYRONE,74.4,59.2,55.9,62.8
N20003061,FERMANAGH AND SOUTH TYRONE,84.0,64.7,61.2,68.3
N20003062,FERMANAGH AND SOUTH TYRONE,69.1,56.2,52.9,59.8
N20003063,MID ULSTER,91.5,68.9,65.1,72.6
N20003064,MID ULSTER,86.3,66.0,62.4,69.6
N20003065,FERMANAGH AND SOUTH TYRONE,62.2,52.3,49.2,55.8
N20003066,FERMANAGH AND SOUTH TYRONE,46.6,43.5,40.4,46.7
N20003068,FERMANAGH AND SOUTH TYRONE,88.1,67.0,63.3,70.7
N20003070,FERMANAGH AND SOUTH TYRONE,42.2,41.0,37.9,44.2
N20003071,FERMANAGH AND SOUTH TYRONE,54.4,47.9,44.8,51.2
N20003072,FERMANAGH AND SOUTH TYRONE,43.6,41.8,38.7,45.0
N20003073,FERMANAGH AND SOUTH TYRONE,74.8,59.5,56.1,63.0
N20003074,FERMANAGH AND SOUTH TYRONE,48.9,44.8,41.7,48.0
N20003076,FERMANAGH AND SOUTH TYRONE,83.5,64.4,60.9,68.0
N20003077,FERMANAGH AND SOUTH TYRONE,52.2,46.7,43.6,50.0
N20003079,FERMANAGH AND SOUTH TYRONE,66.4,54.7,51.5,58.3
N20003080,FERMANAGH AND SOUTH TYRONE,36.6,37.8,34.7,41.1
N20003081,FERMANAGH AND SOUTH TYRONE,47.5,44.0,40.9,47.2
N20003082,FERMANAGH AND SOUTH TYRONE,69.5,56.5,53.2,60.1
N20003083,FERMANAGH AND SOUTH TYRONE,53.8,47.6,44.5,50.9
N20003084,FERMANAGH AND SOUTH TYRONE,28.1,33.0,29.9,36.3
N20003085,FERMANAGH AND SOUTH TYRONE,48.1,44.3,41.3,47.5
N20003086,FERMANAGH AND SOUTH TYRONE,56.0,48.8,45.7,52.2
N20003087,FERMANAGH AND SOUTH TYRONE,57.5,49.7,46.5,53.1
N20003088,FERMANAGH AND SOUTH TYRONE,54.5,48.0,44.9,51.3
N20003089,FERMANAGH AND SOUTH TYRONE,61.5,51.9,48.8,55.4
N20003090,FERMANAGH AND SOUTH TYRONE,48.0,44.3,41.2,47.5
N20003091,FERMANAGH AND SOUTH TYRONE,50.1,45.5,42.4,48.7
N20003092,FERMANAGH AND SOUTH TYRONE,44.2,42.1,39.1,45.3
N20003093,FERMANAGH AND SOUTH TYRONE,44.3,42.2,39.1,45.4
N20003094,FERMANAGH AND SOUTH TYRONE,14.6,25.4,22.0,28.8
N20003095,FERMANAGH AND SOUTH TYRONE,23.6,30.5,27.3,33.7
N20003097,FERMANAGH AND SOUTH TYRONE,15.6,25.9,22.5,29.4
N20003100,FERMANAGH AND SOUTH TYRONE,40.6,40.1,37.0,43.3
N20003102,NEWRY AND ARMAGH,32.3,35.4,32.2,38.6
N20003103,NEWRY AND ARMAGH,54.9,48.2,45.1,51.5
N20003104,NEWRY AND ARMAGH,51.1,46.0,43.0,49.3
N20003105,NEWRY AND ARMAGH,35.0,36.9,33.8,40.2
N20003107,NEWRY AND ARMAGH,78.3,61.4,58.1,65.1
N20003108,NEWRY AND ARMAGH,56.9,49.3,46.2,52.7
N20003109,NEWRY AND ARMAGH,57.5,49.7,46.5,53.1
N20003110,NEWRY AND ARMAGH,71.8,57.8,54.4,61.4
N20003111,NEWRY AND ARMAGH,84.9,65.2,61.6,68.8
N20003112,NEWRY AND ARMAGH,86.2,65.9,62.3,69.6
N20003113,NEWRY AND ARMAGH,73.2,58.6,55.2,62.1
N20003114,NEWRY AND ARMAGH,87.1,66.4,62.8,70.1
N20003115,NEWRY AND ARMAGH,92.2,69.3,65.5,73.0
N20003118,NEWRY AND ARMAGH,85.3,65.4,61.8,69.0
N20003119,NEWRY AND ARMAGH,74.8,59.5,56.1,63.0
N20003120,NEWRY AND ARMAGH,88.8,67.4,63.6,71.1
N20003123,NEWRY AND ARMAGH,91.7,69.0,65.2,72.8
N20003124,NEWRY AND ARMAGH,96.4,71.7,67.8,75.6
N20003125,NEWRY AND ARMAGH,36.2,37.6,34.4,40.9
N20003126,NEWRY AND ARMAGH,91.8,69.1,65.3,72.8
N20003127,NEWRY AND ARMAGH,89.0,67.5,63.7,71.2
N20003128,NEWRY AND ARMAGH,81.1,63.0,59.6,66.6
N20003129,NEWRY AND ARMAGH,95.6,71.2,67.3,75.1
N20003131,NEWRY AND ARMAGH,92.7,69.6,65.8,73.3
N20003133,NEWRY AND ARMAGH,94.4,70.6,66.7,74.3
N20003134,NEWRY AND ARMAGH,92.0,69.2,65.4,72.9
N20003135,NEWRY AND ARMAGH,94.3,70.5,66.6,74.3
N20003136,NEWRY AND ARMAGH,89.7,67.9,64.1,71.6
N20003137,NEWRY AND ARMAGH,94.0,70.3,66.5,74.1
N20003138,NEWRY AND ARMAGH,93.9,70.3,66.4,74.0
N20003143,NEWRY AND ARMAGH,96.2,71.6,67.7,75.4
N20003147,NEWRY AND ARMAGH,90.5,68.3,64.6,72.1
N20003149,NEWRY AND ARMAGH,95.1,71.0,67.0,74.8
N20003151,NEWRY AND ARMAGH,94.4,70.6,66.7,74.3
N20003152,NEWRY AND ARMAGH,93.3,69.9,66.1,73.7
N20003153,NEWRY AND ARMAGH,95.0,70.9,67.0,74.7
N20003154,NEWRY AND ARMAGH,51.9,46.5,43.4,49.8
N20003155,SOUTH DOWN,83.8,64.6,61.1,68.2
N20003156,SOUTH DOWN,87.8,66.8,63.1,70.5
N20003157,NEWRY AND ARMAGH,94.0,70.3,66.5,74.1
N20003158,NEWRY AND ARMAGH,77.4,60.9,57.6,64.6
N20003159,NEWRY AND ARMAGH,90.1,68.1,64.4,71.8
N20003160,SOUTH DOWN,88.0,66.9,63.2,70.6
N20003161,NEWRY AND ARMAGH,78.8,61.7,58.4,65.3
N20003162,NEWRY AND ARMAGH,90.3,68.2,64.5,72.0
N20003163,NEWRY AND ARMAGH,82.6,63.9,60.4,67.5
N20003164,NEWRY AND ARMAGH,89.9,68.0,64.3,71.7
N20003165,NEWRY AND ARMAGH,89.0,67.5,63.7,71.2
N20003166,NEWRY AND ARMAGH,93.5,70.0,66.2,73.8
N20003167,NEWRY AND ARMAGH,95.1,71.0,67.0,74.8
N20003168,NEWRY AND ARMAGH,85.8,65.7,62.1,69.3
N20003169,NEWRY AND ARMAGH,90.7,68.5,64.7,72.2
N20003170,NEWRY AND ARMAGH,84.1,64.7,61.2,68.3
N20003171,NEWRY AND ARMAGH,84.0,64.7,61.2,68.3
N20003172,NEWRY AND ARMAGH,79.1,61.9,58.5,65.5
N20003173,NEWRY AND ARMAGH,91.2,68.7,64.9,72.5
N20003174,NEWRY AND ARMAGH,83.2,64.2,60.7,67.8
N20003175,NEWRY AND ARMAGH,88.1,67.0,63.3,70.7
N20003176,NEWRY AND ARMAGH,87.5,66.6,63.0,70.3
N20003177,NEWRY AND ARMAGH,89.6,67.8,64.1,71.5
N20003179,NEWRY AND ARMAGH,73.0,58.4,55.1,62.0
N20003180,NEWRY AND ARMAGH,85.8,65.7,62.1,69.3
N20003181,NEWRY AND ARMAGH,87.5,66.6,63.0,70.3
N20003182,NEWRY AND ARMAGH,90.1,68.1,64.4,71.8
N20003183,NEWRY AND ARMAGH,92.1,69.3,65.4,73.0
N20003184,NEWRY AND ARMAGH,95.5,71.2,67.3,75.0
N20003185,NEWRY AND ARMAGH,87.3,66.5,62.9,70.2
N20003187,NEWRY AND ARMAGH,88.6,67.3,63.5,71.0
N20003188,NEWRY AND ARMAGH,94.2,70.4,66.6,74.2
N20003189,NEWRY AND ARMAGH,88.1,67.0,63.3,70.7
N20003190,NEWRY AND ARMAGH,74.0,59.0,55.7,62.6
N20003191,NEWRY AND ARMAGH,93.4,70.0,66.2,73.8
N20003192,NEWRY AND ARMAGH,91.9,69.1,65.3,72.9
N20003193,NEWRY AND ARMAGH,85.5,65.5,62.0,69.2
N20003194,NEWRY AND ARMAGH,95.0,70.9,67.0,74.7
N20003195,NEWRY AND ARMAGH,89.4,67.7,64.0,71.4
N20003196,NEWRY AND ARMAGH,84.8,65.1,61.6,68.7
N20003197,NEWRY AND ARMAGH,91.6,69.0,65.2,72.7
N20003198,NEWRY AND ARMAGH,91.4,68.9,65.1,72.6
N20003199,NEWRY AND ARMAGH,89.2,67.6,63.9,71.3
N20003200,NEWRY AND ARMAGH,92.5,69.5,65.7,73.2
N20003202,NEWRY AND ARMAGH,93.4,70.0,66.2,73.8
N20003204,NEWRY AND ARMAGH,92.4,69.4,65.6,73.2
N20003205,NEWRY AND ARMAGH,96.1,71.5,67.6,75.4
N20003207,SOUTH DOWN,88.4,67.2,63.4,70.8
N20003208,SOUTH DOWN,33.3,36.0,32.8,39.2
N20003209,SOUTH DOWN,46.1,43.2,40.1,46.4
N20003210,SOUTH DOWN,68.4,55.8,52.6,59.4
N20003211,SOUTH DOWN,86.5,66.1,62.5,69.7
N20003213,SOUTH DOWN,60.6,51.4,48.2,54.9
N20003215,SOUTH DOWN,62.5,52.5,49.3,56.0
N20003216,SOUTH DOWN,81.8,63.4,60.0,67.0
N20003217,SOUTH DOWN,91.2,68.7,64.9,72.5
N20003218,SOUTH DOWN,92.2,69.3,65.5,73.0
N20003219,SOUTH DOWN,85.8,65.7,62.1,69.3
N20003221,SOUTH DOWN,88.7,67.3,63.6,71.0
N20003222,SOUTH DOWN,87.2,66.5,62.8,70.1
N20003223,SOUTH DOWN,90.9,68.6,64.8,72.3
N20003224,SOUTH DOWN,94.6,70.7,66.8,74.5
N20003225,SOUTH DOWN,94.9,70.8,66.9,74.7
N20003228,SOUTH DOWN,87.3,66.5,62.9,70.2
N20003229,SOUTH DOWN,85.3,65.4,61.8,69.0
N20003231,SOUTH DOWN,94.3,70.5,66.6,74.3
N20003232,SOUTH DOWN,90.1,68.1,64.4,71.8
N20003233,SOUTH DOWN,91.1,68.7,64.9,72.4
N20003237,SOUTH DOWN,89.0,67.5,63.7,71.2
N20003238,SOUTH DOWN,83.8,64.6,61.1,68.2
N20003239,SOUTH DOWN,90.2,68.2,64.4,71.9
N20003241,SOUTH DOWN,82.2,63.6,60.2,67.2
N20003242,SOUTH DOWN,77.4,60.9,57.6,64.6
N20003243,SOUTH DOWN,89.1,67.6,63.8,71.3
N20003244,SOUTH DOWN,91.7,69.0,65.2,72.8
N20003247,SOUTH DOWN,85.8,65.7,62.1,69.3
N20003248,SOUTH DOWN,84.0,64.7,61.2,68.3
N20003249,SOUTH DOWN,82.3,63.7,60.2,67.3
N20003250,SOUTH DOWN,87.4,66.6,62.9,70.3
N20003252,SOUTH DOWN,88.6,67.3,63.5,71.0
N20003253,SOUTH DOWN,81.7,63.4,59.9,67.0
N20003254,SOUTH DOWN,86.1,65.9,62.3,69.5
N20003255,SOUTH DOWN,73.9,58.9,55.6,62.5
N20003256,SOUTH DOWN,77.7,61.1,57.8,64.7
N20003257,SOUTH DOWN,73.5,58.7,55.4,62.3
N20003260,SOUTH DOWN,93.9,70.3,66.4,74.0
N20003261,SOUTH DOWN,66.3,54.6,51.4,58.2
N20003262,SOUTH DOWN,72.6,58.2,54.9,61.8
N20003263,SOUTH DOWN,76.8,60.6,57.2,64.2
N20003264,SOUTH DOWN,71.8,57.8,54.4,61.4
N20003265,SOUTH DOWN,80.7,62.8,59.4,66.4
N20003267,SOUTH DOWN,80.8,62.9,59.4,66.5
N20003268,SOUTH DOWN,64.2,53.5,50.3,57.0
N20003269,SOUTH DOWN,81.8,63.4,60.0,67.0
N20003271,SOUTH DOWN,67.6,55.4,52.1,59.0
N20003272,SOUTH DOWN,69.5,56.5,53.2,60.1
N20003273,SOUTH DOWN,67.3,55.2,51.9,58.8
N20003274,SOUTH DOWN,70.5,57.0,53.7,60.6
N20003275,SOUTH DOWN,61.9,52.2,49.0,55.7
N20003276,SOUTH DOWN,85.8,65.7,62.1,69.3
N20003279,SOUTH DOWN,66.9,55.0,51.7,58.6
N20003281,SOUTH DOWN,60.2,51.2,48.0,54.7
N20003282,SOUTH DOWN,64.6,53.7,50.5,57.2
N20003283,SOUTH DOWN,72.8,58.3,55.0,61.9
N20003285,SOUTH DOWN,25.7,31.7,28.5,34.9
N20003287,SOUTH DOWN,4.3,19.5,15.7,23.2
N20003288,SOUTH DOWN,36.8,37.9,34.8,41.2
N20003289,SOUTH DOWN,56.7,49.2,46.1,52.6
N20003290,SOUTH DOWN,63.2,52.9,49.7,56.4
N20003292,SOUTH DOWN,23.9,30.6,27.5,33.9
N20003293,SOUTH DOWN,41.8,40.8,37.6,44.0
N20003294,SOUTH DOWN,59.8,51.0,47.8,54.4
N20003295,SOUTH DOWN,80.8,62.9,59.4,66.5
N20003296,SOUTH DOWN,57.1,49.4,46.3,52.8
N20003297,SOUTH DOWN,40.1,39.8,36.7,43.0
N20003298,SOUTH DOWN,9.2,22.3,18.7,25.8
N20003299,SOUTH DOWN,76.9,60.6,57.3,64.3
N20003300,SOUTH DOWN,13.5,24.8,21.3,28.2
N20003301,SOUTH DOWN,27.0,32.4,29.3,35.6
N20003302,SOUTH DOWN,88.4,67.2,63.4,70.8
N20003303,SOUTH DOWN,46.9,43.7,40.6,46.8
N20003304,SOUTH DOWN,57.2,49.5,46.4,52.9
N20003305,SOUTH DOWN,18.5,27.6,24.2,31.0
N20003306,SOUTH DOWN,13.8,24.9,21.5,28.4
N20003307,SOUTH DOWN,14.8,25.5,22.1,28.9
N20003308,SOUTH DOWN,44.6,42.4,39.3,45.5
N20003311,SOUTH DOWN,34.4,36.6,33.4,39.8
N20003312,SOUTH DOWN,12.2,24.0,20.5,27.5
N20003313,SOUTH DOWN,63.4,53.0,49.8,56.5
N20003314,SOUTH DOWN,14.2,25.1,21.7,28.6
N20003315,SOUTH DOWN,87.0,66.4,62.7,70.0
N20003316,SOUTH DOWN,9.9,22.7,19.1,26.2
N20003317,SOUTH DOWN,57.4,49.6,46.5,53.0
N20003319,SOUTH DOWN,83.0,64.1,60.6,67.7
N20003320,SOUTH DOWN,49.6,45.2,42.1,48.4
N20003323,SOUTH DOWN,54.2,47.8,44.7,51.1
N20003324,SOUTH DOWN,72.6,58.2,54.9,61.8
N20003325,SOUTH DOWN,73.4,58.7,55.3,62.2
N20003326,SOUTH DOWN,67.8,55.5,52.2,59.1
N20003327,SOUTH DOWN,73.9,58.9,55.6,62.5
N20003328,SOUTH DOWN,67.7,55.4,52.2,59.0
N20003330,SOUTH DOWN,44.0,42.0,38.9,45.2
N20003332,SOUTH DOWN,85.1,65.3,61.7,68.9
N20003334,SOUTH DOWN,75.1,59.6,56.3,63.2
N20003336,SOUTH DOWN,90.6,68.4,64.6,72.1
N20003338,SOUTH DOWN,60.1,51.1,48.0,54.6
N20003340,SOUTH DOWN,50.0,45.4,42.4,48.7
N20003341,SOUTH DOWN,78.7,61.7,58.3,65.3
N20003342,SOUTH DOWN,92.9,69.7,65.9,73.5
N20003343,SOUTH DOWN,75.2,59.7,56.3,63.3
N20003344,SOUTH DOWN,93.0,69.8,66.0,73.5
N20003345,SOUTH DOWN,95.0,70.9,67.0,74.7
N20003347,STRANGFORD,14.6,25.4,22.0,28.8
N20003349,STRANGFORD,34.2,36.5,33.3,39.7
N20003351,STRANGFORD,19.9,28.4,25.1,31.7
N20003352,STRANGFORD,41.0,40.3,37.2,43.5
N20003353,STRANGFORD,23.9,30.6,27.5,33.9
N20003354,STRANGFORD,23.1,30.2,27.0,33.4
N20003355,STRANGFORD,34.2,36.5,33.3,39.7
N20003357,STRANGFORD,60.2,51.2,48.0,54.7
N20003358,STRANGFORD,9.8,22.7,19.0,26.2
N20003360,STRANGFORD,21.8,29.5,26.2,32.7
N20003361,STRANGFORD,27.1,32.5,29.4,35.7
N20003362,STRANGFORD,16.2,26.3,22.9,29.8
N20003363,STRANGFORD,12.1,24.0,20.4,27.5
N20003364,STRANGFORD,55.7,48.6,45.5,52.0
N20003365,STRANGFORD,36.5,37.8,34.6,41.0
N20003366,STRANGFORD,10.9,23.3,19.7,26.8
N20003369,STRANGFORD,4.8,19.8,16.0,23.5
N20003370,STRANGFORD,12.5,24.2,20.7,27.7
N20003371,SOUTH DOWN,21.0,29.0,25.7,32.3
N20003372,STRANGFORD,31.1,34.7,31.6,37.9
N20003373,STRANGFORD,38.5,38.9,35.7,42.1
N20003374,STRANGFORD,28.7,33.4,30.3,36.6
N20003375,STRANGFORD,29.8,34.0,30.9,37.2
N20003378,STRANGFORD,34.3,36.5,33.4,39.8
N20003379,STRANGFORD,59.5,50.8,47.6,54.2
N20003380,STRANGFORD,70.4,57.0,53.7,60.6
N20003381,STRANGFORD,39.8,39.6,36.5,42.8
N20003382,STRANGFORD,36.0,37.5,34.3,40.8
N20003383,SOUTH DOWN,54.4,47.9,44.8,51.2
N20003384,SOUTH DOWN,70.3,56.9,53.6,60.5
N20003385,STRANGFORD,48.6,44.6,41.6,47.8
N20003386,STRANGFORD,33.8,36.2,33.1,39.5
N20003387,STRANGFORD,35.9,37.4,34.3,40.7
N20003388,SOUTH DOWN,70.5,57.0,53.7,60.6
N20003389,STRANGFORD,40.4,40.0,36.9,43.2
N20003390,SOUTH DOWN,71.5,57.6,54.3,61.2
N20003391,SOUTH DOWN,72.0,57.9,54.5,61.5
N20003393,SOUTH DOWN,68.2,55.7,52.4,59.3
N20003394,SOUTH DOWN,86.0,65.8,62.2,69.4
N20003395,SOUTH DOWN,56.2,48.9,45.8,52.3
N20003396,SOUTH DOWN,71.7,57.7,54.4,61.3
N20003397,SOUTH DOWN,61.8,52.1,48.9,55.6
N20003398,SOUTH DOWN,81.8,63.4,60.0,67.0
N20003399,SOUTH DOWN,85.8,65.7,62.1,69.3
N20003400,SOUTH DOWN,86.7,66.2,62.6,69.9
N20003401,SOUTH DOWN,76.1,60.2,56.8,63.8
N20003402,SOUTH DOWN,83.7,64.5,61.0,68.1
N20003403,SOUTH DOWN,75.0,59.6,56.2,63.1
N20003404,SOUTH DOWN,59.8,51.0,47.8,54.4
N20003405,SOUTH DOWN,91.2,68.7,64.9,72.5
N20003406,SOUTH DOWN,75.4,59.8,56.4,63.4
N20003407,SOUTH DOWN,83.1,64.2,60.7,67.8
N20003408,SOUTH DOWN,72.4,58.1,54.8,61.7
N20003409,SOUTH DOWN,88.7,67.3,63.6,71.0
N20003410,SOUTH DOWN,83.2,64.2,60.7,67.8
N20003411,SOUTH DOWN,81.7,63.4,59.9,67.0
N20003412,SOUTH DOWN,89.1,67.6,63.8,71.3
N20003414,SOUTH DOWN,80.0,62.4,59.0,66.0
N20003415,SOUTH DOWN,83.8,64.6,61.1,68.2
N20003417,SOUTH DOWN,88.1,67.0,63.3,70.7
N20003419,SOUTH DOWN,90.5,68.3,64.6,72.1
N20003420,SOUTH DOWN,80.4,62.6,59.2,66.2
N20003421,SOUTH DOWN,94.3,70.5,66.6,74.3
N20003422,SOUTH DOWN,77.0,60.7,57.4,64.3
N20003423,SOUTH DOWN,84.7,65.1,61.5,68.7
N20003424,SOUTH DOWN,69.5,56.5,53.2,60.1
N20003425,SOUTH DOWN,90.2,68.2,64.4,71.9
N20003428,SOUTH DOWN,87.6,66.7,63.0,70.4
N20003429,SOUTH DOWN,72.7,58.3,54.9,61.9
N20003430,SOUTH DOWN,86.7,66.2,62.6,69.9
N20003431,SOUTH DOWN,85.0,65.2,61.7,68.9
N20003432,STRANGFORD,6.8,21.0,17.2,24.5
N20003433,STRANGFORD,5.2,20.1,16.3,23.7
N20003434,STRANGFORD,5.4,20.2,16.4,23.8
N20003435,STRANGFORD,2.8,18.7,14.9,22.4
N20003436,STRANGFORD,6.9,21.0,17.3,24.6
N20003437,STRANGFORD,5.7,20.3,16.6,24.0
N20003438,STRANGFORD,3.4,19.0,15.2,22.7
N20003439,STRANGFORD,4.8,19.8,16.0,23.5
N20003440,STRANGFORD,9.0,22.2,18.6,25.7
N20003441,STRANGFORD,4.9,19.9,16.1,23.5
N20003442,STRANGFORD,5.1,20.0,16.2,23.6
N20003443,STRANGFORD,9.1,22.3,18.6,25.8
N20003444,STRANGFORD,10.3,22.9,19.3,26.4
N20003445,STRANGFORD,6.8,21.0,17.2,24.5
N20003446,STRANGFORD,7.2,21.2,17.5,24.7
N20003447,STRANGFORD,4.6,19.7,15.9,23.3
N20003448,STRANGFORD,4.9,19.9,16.1,23.5
N20003449,STRANGFORD,12.6,24.2,20.7,27.7
N20003450,STRANGFORD,8.7,22.0,18.4,25.5
N20003451,STRANGFORD,9.2,22.3,18.7,25.8
N20003452,STRANGFORD,4.7,19.8,16.0,23.4
N20003453,STRANGFORD,6.5,20.8,17.1,24.4
N20003454,STRANGFORD,6.8,21.0,17.2,24.5
N20003455,STRANGFORD,13.1,24.5,21.0,28.0
N20003456,STRANGFORD,5.9,20.4,16.7,24.1
N20003457,STRANGFORD,3.9,19.3,15.5,22.9
N20003458,STRANGFORD,5.2,20.1,16.3,23.7
N20003459,STRANGFORD,5.2,20.1,16.3,23.7
N20003460,STRANGFORD,5.6,20.3,16.5,23.9
N20003461,STRANGFORD,5.4,20.2,16.4,23.8
N20003462,STRANGFORD,5.8,20.4,16.6,24.0
N20003463,STRANGFORD,5.8,20.4,16.6,24.0
N20003464,STRANGFORD,7.4,21.3,17.6,24.8
N20003465,STRANGFORD,12.4,24.1,20.6,27.6
N20003466,STRANGFORD,6.1,20.6,16.8,24.2
N20003467,STRANGFORD,5.8,20.4,16.6,24.0
N20003468,STRANGFORD,14.5,25.3,21.9,28.8
N20003469,STRANGFORD,8.6,22.0,18.3,25.5
N20003471,STRANGFORD,25.6,31.6,28.4,34.9
N20003473,STRANGFORD,7.4,21.3,17.6,24.8
N20003475,STRANGFORD,6.3,20.7,16.9,24.3
N20003476,STRANGFORD,9.5,22.5,18.9,26.0
N20003478,STRANGFORD,5.7,20.3,16.6,24.0
N20003479,STRANGFORD,5.6,20.3,16.5,23.9
N20003480,STRANGFORD,5.9,20.4,16.7,24.1
N20003481,STRANGFORD,6.7,20.9,17.2,24.5
N20003482,STRANGFORD,15.0,25.6,22.2,29.0
N20003483,STRANGFORD,7.5,21.4,17.7,24.9
N20003484,STRANGFORD,5.2,20.1,16.3,23.7
N20003485,STRANGFORD,9.0,22.2,18.6,25.7
N20003486,STRANGFORD,10.3,22.9,19.3,26.4
N20003487,STRANGFORD,7.6,21.4,17.7,24.9
N20003488,STRANGFORD,8.0,21.6,18.0,25.1
N20003489,STRANGFORD,9.9,22.7,19.1,26.2
N20003490,STRANGFORD,8.3,21.8,18.1,25.3
N20003491,STRANGFORD,8.4,21.9,18.2,25.4
N20003492,STRANGFORD,8.2,21.8,18.1,25.3
N20003493,STRANGFORD,10.3,22.9,19.3,26.4
N20003494,STRANGFORD,8.7,22.0,18.4,25.5
N20003495,STRANGFORD,12.7,24.3,20.8,27.8
N20003496,STRANGFORD,9.8,22.7,19.0,26.2
N20003497,STRANGFORD,4.6,19.7,15.9,23.3
N20003498,STRANGFORD,13.0,24.5,21.0,28.0
N20003499,STRANGFORD,17.7,27.1,23.8,30.6
N20003500,STRANGFORD,18.2,27.4,24.1,30.9
N20003501,STRANGFORD,8.7,22.0,18.4,25.5
N20003502,STRANGFORD,10.6,23.1,19.5,26.6
N20003503,STRANGFORD,22.5,29.8,26.6,33.1
N20003504,STRANGFORD,17.6,27.1,23.7,30.6
N20003505,STRANGFORD,9.3,22.4,18.8,25.9
N20003506,STRANGFORD,10.2,22.9,19.3,26.4
N20003508,STRANGFORD,9.6,22.5,18.9,26.1
N20003509,STRANGFORD,7.7,21.5,17.8,25.0
N20003510,STRANGFORD,12.3,24.1,20.5,27.6
N20003511,STRANGFORD,8.9,22.1,18.5,25.7
N20003512,STRANGFORD,7.4,21.3,17.6,24.8
N20003513,STRANGFORD,11.8,23.8,20.2,27.3
N20003514,STRANGFORD,7.9,21.6,17.9,25.1
N20003515,STRANGFORD,5.1,20.0,16.2,23.6
N20003516,STRANGFORD,8.7,22.0,18.4,25.5
N20003517,STRANGFORD,6.4,20.7,17.0,24.3
N20003518,STRANGFORD,13.7,24.9,21.4,28.3
N20003519,STRANGFORD,9.4,22.4,18.8,25.9
N20003520,STRANGFORD,6.1,20.6,16.8,24.2
N20003521,STRANGFORD,9.4,22.4,18.8,25.9
N20003522,STRANGFORD,12.0,23.9,20.4,27.4
N20003523,STRANGFORD,5.1,20.0,16.2,23.6
N20003524,STRANGFORD,10.1,22.8,19.2,26.3
N20003525,STRANGFORD,10.0,22.8,19.2,26.3
N20003526,STRANGFORD,9.2,22.3,18.7,25.8
N20003527,STRANGFORD,8.1,21.7,18.0,25.2
N20003528,STRANGFORD,5.4,20.2,16.4,23.8
N20003529,STRANGFORD,16.5,26.5,23.0,29.9
N20003530,STRANGFORD,3.5,19.1,15.3,22.7
N20003531,STRANGFORD,8.2,21.8,18.1,25.3
N20003532,STRANGFORD,6.9,21.0,17.3,24.6
N20003533,STRANGFORD,5.3,20.1,16.3,23.7
N20003534,STRANGFORD,7.3,21.2,17.5,24.8
N20003535,STRANGFORD,7.9,21.6,17.9,25.1
N20003536,STRANGFORD,5.5,20.2,16.5,23.8
N20003537,NORTH DOWN,14.7,25.4,22.0,28.9
N20003538,NORTH DOWN,15.6,25.9,22.5,29.4
N20003539,NORTH DOWN,25.0,31.3,28.1,34.5
N20003540,NORTH DOWN,15.4,25.8,22.4,29.3
N20003541,NORTH DOWN,7.9,21.6,17.9,25.1
N20003542,NORTH DOWN,8.1,21.7,18.0,25.2
N20003543,NORTH DOWN,10.5,23.1,19.5,26.6
N20003544,NORTH DOWN,21.9,29.5,26.3,32.8
N20003545,NORTH DOWN,18.9,27.8,24.5,31.2
N20003546,NORTH DOWN,13.8,24.9,21.5,28.4
N20003547,NORTH DOWN,16.3,26.3,22.9,29.8
N20003548,NORTH DOWN,19.7,28.3,25.0,31.6
N20003549,NORTH DOWN,24.9,31.2,28.0,34.5
N20003550,NORTH DOWN,23.0,30.1,26.9,33.4
N20003551,NORTH DOWN,23.5,30.4,27.2,33.7
N20003552,NORTH DOWN,25.3,31.4,28.3,34.7
N20003553,NORTH DOWN,30.3,34.3,31.1,37.5
N20003554,NORTH DOWN,11.8,23.8,20.2,27.3
N20003555,NORTH DOWN,20.0,28.4,25.1,31.8
N20003556,NORTH DOWN,14.4,25.3,21.8,28.7
N20003557,NORTH DOWN,12.5,24.2,20.7,27.7
N20003558,NORTH DOWN,27.6,32.7,29.7,36.0
N20003559,NORTH DOWN,31.1,34.7,31.6,37.9
N20003560,NORTH DOWN,24.9,31.2,28.0,34.5
N20003561,NORTH DOWN,35.5,37.2,34.0,40.5
N20003562,NORTH DOWN,8.7,22.0,18.4,25.5
N20003563,NORTH DOWN,29.7,33.9,30.8,37.2
N20003564,NORTH DOWN,27.5,32.7,29.6,35.9
N20003565,NORTH DOWN,27.3,32.6,29.5,35.8
N20003566,NORTH DOWN,28.9,33.5,30.4,36.7
N20003567,NORTH DOWN,29.3,33.7,30.6,36.9
N20003568,NORTH DOWN,6.6,20.8,17.1,24.4
N20003569,NORTH DOWN,12.9,24.4,20.9,27.9
N20003570,NORTH DOWN,27.9,32.9,29.8,36.1
N20003571,NORTH DOWN,21.9,29.5,26.3,32.8
N20003572,NORTH DOWN,5.3,20.1,16.3,23.7
N20003573,NORTH DOWN,25.8,31.7,28.6,35.0
N20003574,NORTH DOWN,27.0,32.4,29.3,35.6
N20003575,NORTH DOWN,25.4,31.5,28.3,34.7
N20003576,NORTH DOWN,19.6,28.2,24.9,31.6
N20003577,NORTH DOWN,22.8,30.0,26.8,33.3
