SA2011,age_band,religion_brought_up_in,count
N00002823,0-24,Protestant and Other Christian,60
N00002823,0-24,Other religions and none,10
N00002823,25-44,Catholic,52
N00002823,25-44,Protestant and Other Christian,55
N00002823,25-44,Other religions and none,6
N00002823,45+,Catholic,61
N00002823,45+,Protestant and Other Christian,80
N00002823,45+,Other religions and none,2
N00002824,0-24,Catholic,75
N00002824,0-24,Protestant and Other Christian,60
N00002824,0-24,Other religions and none,2
N00002824,25-44,Catholic,51
N00002824,25-44,Protestant and Other Christian,38
N00002824,25-44,Other religions and none,2
N00002824,45+,Catholic,65
N00002824,45+,Protestant and Other Christian,79
N00002824,45+,Other religions and none,0
N00002825,0-24,Catholic,169
N00002825,0-24,Protestant and Other Christian,60
N00002825,0-24,Other religions and none,10
N00002825,25-44,Catholic,161
N00002825,25-44,Protestant and Other Christian,50
N00002825,25-44,Other religions and none,8
N00002825,45+,Catholic,124
N00002825,45+,Protestant and Other Christian,68
N00002825,45+,Other religions and none,4
N00002826,0-24,Catholic,48
N00002826,0-24,Protestant and Other Christian,69
N00002826,0-24,Other religions and none,5
N00002826,25-44,Catholic,44
N00002826,25-44,Protestant and Other Christian,77
N00002826,25-44,Other religions and none,2
N00002826,45+,Catholic,39
N00002826,45+,Protestant and Other Christian,121
N00002826,45+,Other religions and none,1
N00002827,0-24,Catholic,40
N00002827,0-24,Protestant and Other Christian,55
N00002827,0-24,Other religions and none,16
N00002827,25-44,Catholic,26
N00002827,25-44,Protestant and Other Christian,61
N00002827,25-44,Other religions and none,2
N00002827,45+,Catholic,60
N00002827,45+,Protestant and Other Christian,98
N00002827,45+,Other religions and none,2
N00002828,0-24,Catholic,47
N00002828,0-24,Protestant and Other Christian,61
N00002828,0-24,Other religions and none,9
N00002828,25-44,Catholic,55
N00002828,25-44,Protestant and Other Christian,56
N00002828,25-44,Other religions and none,5
N00002828,45+,Catholic,28
N00002828,45+,Protestant and Other Christian,79
N00002828,45+,Other religions and none,4
N00002829,0-24,Catholic,147
N00002829,0-24,Protestant and Other Christian,29
N00002829,0-24,Other religions and none,0
N00002829,25-44,Catholic,100
N00002829,25-44,Protestant and Other Christian,20
N00002829,25-44,Other religions and none,2
N00002829,45+,Catholic,126
N00002829,45+,Protestant and Other Christian,52
N00002829,45+,Other religions and none,1
N00002830,0-24,Catholic,127
N00002830,0-24,Protestant and Other Christian,42
N00002830,0-24,Other religions and none,8
N00002830,25-44,Catholic,72
N00002830,25-44,Protestant and Other Christian,46
N00002830,25-44,Other religions and none,6
N00002830,45+,Catholic,69
N00002830,45+,Protestant and Other Christian,76
N00002830,45+,Other religions and none,5
N00002831,0-24,Catholic,102
N00002831,0-24,Protestant and Other Christian,52
N00002831,0-24,Other religions and none,14
N00002831,25-44,Catholic,81
N00002831,25-44,Protestant and Other Christian,51
N00002831,25-44,Other religions and none,2
N00002831,45+,Catholic,92
N00002831,45+,Protestant and Other Christian,78
N00002831,45+,Other religions and none,0
N00002832,0-24,Catholic,121
N00002832,0-24,Protestant and Other Christian,18
N00002832,0-24,Other religions and none,1
N00002832,25-44,Catholic,94
N00002832,25-44,Protestant and Other Christian,18
N00002832,25-44,Other religions and none,1
N00002832,45+,Catholic,125
N00002832,45+,Protestant and Other Christian,23
N00002832,45+,Other religions and none,2
N00002833,0-24,Catholic,61
N00002833,0-24,Protestant and Other Christian,48
N00002833,0-24,Other religions and none,10
N00002833,25-44,Catholic,46
N00002833,25-44,Protestant and Other Christian,54
N00002833,25-44,Other religions and none,4
N00002833,45+,Catholic,82
N00002833,45+,Protestant and Other Christian,84
N00002833,45+,Other religions and none,1
N00002834,0-24,Catholic,131
N00002834,0-24,Protestant and Other Christian,116
N00002834,0-24,Other religions and none,5
N00002834,25-44,Catholic,104
N00002834,25-44,Protestant and Other Christian,59
N00002834,25-44,Other religions and none,5
N00002834,45+,Catholic,102
N00002834,45+,Protestant and Other Christian,108
N00002834,45+,Other religions and none,2
N00002835,0-24,Catholic,140
N00002835,0-24,Protestant and Other Christian,49
N00002835,0-24,Other religions and none,6
N00002835,25-44,Catholic,84
N00002835,25-44,Protestant and Other Christian,41
N00002835,25-44,Other religions and none,7
N00002835,45+,Catholic,110
N00002835,45+,Protestant and Other Christian,69
N00002835,45+,Other religions and none,5
N00002836,0-24,Catholic,99
N00002836,0-24,Protestant and Other Christian,57
N00002836,0-24,Other religions and none,2
N00002836,25-44,Catholic,67
N00002836,25-44,Protestant and Other Christian,28
N00002836,25-44,Other religions and none,9
N00002836,45+,Catholic,97
N00002836,45+,Protestant and Other Christian,82
N00002836,45+,Other religions and none,3
N00002837,0-24,Catholic,25
N00002837,0-24,Protestant and Other Christian,71
N00002837,0-24,Other religions and none,8
N00002837,25-44,Catholic,30
N00002837,25-44,Protestant and Other Christian,64
N00002837,25-44,Other religions and none,3
N00002837,45+,Catholic,26
N00002837,45+,Protestant and Other Christian,102
N00002837,45+,Other religions and none,4
N00002838,0-24,Catholic,109
N00002838,0-24,Protestant and Other Christian,58
N00002838,0-24,Other religions and none,3
N00002838,25-44,Catholic,66
N00002838,25-44,Protestant and Other Christian,43
N00002838,25-44,Other religions and none,2
N00002838,45+,Catholic,94
N00002838,45+,Protestant and Other Christian,79
N00002838,45+,Other religions and none,0
N00002839,0-24,Catholic,71
N00002839,0-24,Protestant and Other Christian,47
N00002839,0-24,Other religions and none,1
N00002839,25-44,Catholic,47
N00002839,25-44,Protestant and Other Christian,40
N00002839,25-44,Other religions and none,1
N00002839,45+,Catholic,82
N00002839,45+,Protestant and Other Christian,77
N00002839,45+,Other religions and none,1
N00002840,0-24,Catholic,360
N00002840,0-24,Protestant and Other Christian,141
N00002840,0-24,Other religions and none,9
N00002840,25-44,Catholic,259
N00002840,25-44,Protestant and Other Christian,133
N00002840,25-44,Other religions and none,11
N00002840,45+,Catholic,341
N00002840,45+,Protestant and Other Christian,173
N00002840,45+,Other religions and none,4
N00002841,0-24,Catholic,208
N00002841,0-24,Protestant and Other Christian,4
N00002841,0-24,Other religions and none,1
N00002841,25-44,Catholic,107
N00002841,25-44,Protestant and Other Christian,7
N00002841,25-44,Other religions and none,1
N00002841,45+,Catholic,178
N00002841,45+,Protestant and Other Christian,12
N00002841,45+,Other religions and none,1
N00002842,0-24,Catholic,242
N00002842,0-24,Protestant and Other Christian,11
N00002842,0-24,Other religions and none,0
N00002842,25-44,Catholic,202
N00002842,25-44,Protestant and Other Christian,11
N00002842,25-44,Other religions and none,2
N00002842,45+,Catholic,146
N00002842,45+,Protestant and Other Christian,8
N00002842,45+,Other religions and none,0
N00002843,0-24,Catholic,139
N00002843,0-24,Protestant and Other Christian,4
N00002843,0-24,Other religions and none,3
N00002843,25-44,Catholic,98
N00002843,25-44,Protestant and Other Christian,4
N00002843,25-44,Other religions and none,1
N00002843,45+,Catholic,135
N00002843,45+,Protestant and Other Christian,5
N00002843,45+,Other religions and none,0
N00002844,0-24,Catholic,138
N00002844,0-24,Protestant and Other Christian,0
N00002844,0-24,Other religions and none,2
N00002844,25-44,Catholic,107
N00002844,25-44,Protestant and Other Christian,4
N00002844,25-44,Other religions and none,1
N00002844,45+,Catholic,152
N00002844,45+,Protestant and Other Christian,9
N00002844,45+,Other religions and none,0
N00002845,0-24,Catholic,88
N00002845,0-24,Protestant and Other Christian,1
N00002845,0-24,Other religions and none,4
N00002845,25-44,Catholic,80
N00002845,25-44,Protestant and Other Christian,3
N00002845,25-44,Other religions and none,5
N00002845,45+,Catholic,128
N00002845,45+,Protestant and Other Christian,4
N00002845,45+,Other religions and none,1
N00002846,0-24,Catholic,231
N00002846,0-24,Protestant and Other Christian,13
N00002846,0-24,Other religions and none,5
N00002846,25-44,Catholic,213
N00002846,25-44,Protestant and Other Christian,15
N00002846,25-44,Other religions and none,7
N00002846,45+,Catholic,125
N00002846,45+,Protestant and Other Christian,20
N00002846,45+,Other religions and none,0
N00002847,0-24,Catholic,232
N00002847,0-24,Protestant and Other Christian,23
N00002847,0-24,Other religions and none,6
N00002847,25-44,Catholic,203
N00002847,25-44,Protestant and Other Christian,22
N00002847,25-44,Other religions and none,0
N00002847,45+,Catholic,137
N00002847,45+,Protestant and Other Christian,21
N00002847,45+,Other religions and none,0
N00002848,0-24,Catholic,472
N00002848,0-24,Protestant and Other Christian,27
N00002848,0-24,Other religions and none,5
N00002848,25-44,Catholic,364
N00002848,25-44,Protestant and Other Christian,22
N00002848,25-44,Other religions and none,1
N00002848,45+,Catholic,341
N00002848,45+,Protestant and Other Christian,29
N00002848,45+,Other religions and none,5
N00002849,0-24,Catholic,66
N00002849,0-24,Protestant and Other Christian,4
N00002849,0-24,Other religions and none,0
N00002849,25-44,Catholic,55
N00002849,25-44,Protestant and Other Christian,8
N00002849,25-44,Other religions and none,4
N00002849,45+,Catholic,74
N00002849,45+,Protestant and Other Christian,3
N00002849,45+,Other religions and none,3
N00002850,0-24,Catholic,96
N00002850,0-24,Protestant and Other Christian,3
N00002850,0-24,Other religions and none,1
N00002850,25-44,Catholic,68
N00002850,25-44,Protestant and Other Christian,3
N00002850,25-44,Other religions and none,4
N00002850,45+,Catholic,113
N00002850,45+,Protestant and Other Christian,6
N00002850,45+,Other religions and none,0
N00002851,0-24,Catholic,153
N00002851,0-24,Protestant and Other Christian,7
N00002851,0-24,Other religions and none,1
N00002851,25-44,Catholic,114
N00002851,25-44,Protestant and Other Christian,12
N00002851,25-44,Other religions and none,2
N00002851,45+,Catholic,103
N00002851,45+,Protestant and Other Christian,7
N00002851,45+,Other religions and none,2
N00002852,0-24,Catholic,96
N00002852,0-24,Protestant and Other Christian,1
N00002852,0-24,Other religions and none,6
N00002852,25-44,Catholic,94
N00002852,25-44,Protestant and Other Christian,2
N00002852,25-44,Other religions and none,4
N00002852,45+,Catholic,90
N00002852,45+,Protestant and Other Christian,10
N00002852,45+,Other religions and none,4
N00002853,0-24,Catholic,428
N00002853,0-24,Protestant and Other Christian,16
N00002853,0-24,Other religions and none,7
N00002853,25-44,Catholic,294
N00002853,25-44,Protestant and Other Christian,14
N00002853,25-44,Other religions and none,6
N00002853,45+,Catholic,250
N00002853,45+,Protestant and Other Christian,23
N00002853,45+,Other religions and none,2
N00002854,0-24,Catholic,168
N00002854,0-24,Protestant and Other Christian,11
N00002854,0-24,Other religions and none,2
N00002854,25-44,Catholic,104
N00002854,25-44,Protestant and Other Christian,13
N00002854,25-44,Other religions and none,2
N00002854,45+,Catholic,148
N00002854,45+,Protestant and Other Christian,19
N00002854,45+,Other religions and none,7
N00002855,0-24,Catholic,31
N00002855,0-24,Protestant and Other Christian,112
N00002855,0-24,Other religions and none,7
N00002855,25-44,Catholic,25
N00002855,25-44,Protestant and Other Christian,121
N00002855,25-44,Other religions and none,2
N00002855,45+,Catholic,28
N00002855,45+,Protestant and Other Christian,124
N00002855,45+,Other religions and none,4
N00002856,0-24,Catholic,73
N00002856,0-24,Protestant and Other Christian,2
N00002856,0-24,Other religions and none,2
N00002856,25-44,Catholic,79
N00002856,25-44,Protestant and Other Christian,8
N00002856,25-44,Other religions and none,0
N00002856,45+,Catholic,136
N00002856,45+,Protestant and Other Christian,14
N00002856,45+,Other religions and none,0
N00002857,0-24,Catholic,119
N00002857,0-24,Protestant and Other Christian,64
N00002857,0-24,Other religions and none,8
N00002857,25-44,Catholic,99
N00002857,25-44,Protestant and Other Christian,66
N00002857,25-44,Other religions and none,0
N00002857,45+,Catholic,55
N00002857,45+,Protestant and Other Christian,106
N00002857,45+,Other religions and none,4
N00002858,0-24,Catholic,100
N00002858,0-24,Protestant and Other Christian,33
N00002858,0-24,Other religions and none,17
N00002858,25-44,Catholic,132
N00002858,25-44,Protestant and Other Christian,33
N00002858,25-44,Other religions and none,17
N00002858,45+,Catholic,43
N00002858,45+,Protestant and Other Christian,59
N00002858,45+,Other religions and none,6
N00002859,0-24,Catholic,80
N00002859,0-24,Protestant and Other Christian,66
N00002859,0-24,Other religions and none,18
N00002859,25-44,Catholic,105
N00002859,25-44,Protestant and Other Christian,61
N00002859,25-44,Other religions and none,7
N00002859,45+,Catholic,46
N00002859,45+,Protestant and Other Christian,156
N00002859,45+,Other religions and none,1
N00002860,0-24,Catholic,48
N00002860,0-24,Protestant and Other Christian,66
N00002860,0-24,Other religions and none,20
N00002860,25-44,Catholic,46
N00002860,25-44,Protestant and Other Christian,61
N00002860,25-44,Other religions and none,10
N00002860,45+,Catholic,24
N00002860,45+,Protestant and Other Christian,92
N00002860,45+,Other religions and none,1
N00002861,0-24,Catholic,63
N00002861,0-24,Protestant and Other Christian,51
N00002861,0-24,Other religions and none,41
N00002861,25-44,Catholic,87
N00002861,25-44,Protestant and Other Christian,44
N00002861,25-44,Other religions and none,7
N00002861,45+,Catholic,44
N00002861,45+,Protestant and Other Christian,78
